"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CADM2",9.33774422889052e-171,8.1631053563423,0.526,0.089,2.80132326866716e-167,"Notochord","CADM2"
"TRIB3.1",4.00751771000853e-170,4.67512452160946,0.398,0.105,1.20225531300256e-166,"Notochord","TRIB3"
"JDP2.4",6.72095328916716e-170,-5.0969743164702,0.476,0.249,2.01628598675015e-166,"Notochord","JDP2"
"P4HA2.2",4.06607384471126e-169,-0.999490069738722,0.495,0.174,1.21982215341338e-165,"Notochord","P4HA2"
"GFPT1.3",6.10195641190969e-169,2.70430158036875,0.65,0.369,1.83058692357291e-165,"Notochord","GFPT1"
"MCAM.1",1.0133267468504e-168,4.66921548218885,0.45,0.127,3.0399802405512e-165,"Notochord","MCAM"
"THY1.4",3.17087707064766e-168,0.606749103448309,0.636,0.332,9.51263121194299e-165,"Notochord","THY1"
"MGST1.4",4.15332401899734e-168,5.6829401316019,0.709,0.428,1.2459972056992e-164,"Notochord","MGST1"
"RASGEF1B",8.3958172277737e-168,0.966497356401394,0.45,0.11,2.51874516833211e-164,"Notochord","RASGEF1B"
"KCNG1.4",2.84291424884609e-167,3.91673823754025,0.584,0.231,8.52874274653826e-164,"Notochord","KCNG1"
"NKD1.4",8.41280392565062e-167,7.2239471475763,0.594,0.315,2.52384117769519e-163,"Notochord","NKD1"
"CBX4",5.31715800829913e-166,8.58590019049142,0.46,0.096,1.59514740248974e-162,"Notochord","CBX4"
"DDIT3.1",1.1499750308417e-165,2.06478107273245,0.558,0.156,3.4499250925251e-162,"Notochord","DDIT3"
"SRSF3.4",3.07007447746282e-165,-3.58721264398665,0.18,0.501,9.21022343238846e-162,"Notochord","SRSF3"
"COL4A2.3",9.63088159824348e-165,4.26187548932924,0.662,0.375,2.88926447947304e-161,"Notochord","COL4A2"
"SLC7A5.3",1.79425491178362e-163,-0.524480542480128,0.461,0.219,5.38276473535087e-160,"Notochord","SLC7A5"
"MAPK10.3",1.25811582469712e-162,4.860674421854,0.57,0.268,3.77434747409135e-159,"Notochord","MAPK10"
"PHLDA2.1",2.10078567415411e-162,2.17267852801588,0.472,0.189,6.30235702246233e-159,"Notochord","PHLDA2"
"CAMK2N1.4",2.61837932645925e-162,-2.13329778610743,0.095,0.396,7.85513797937775e-159,"Notochord","CAMK2N1"
"NEDD9.4",4.80489504908427e-162,7.59713787848159,0.612,0.23,1.44146851472528e-158,"Notochord","NEDD9"
"NEDD4",9.91963144873719e-162,-3.30319967775658,0.409,0.109,2.97588943462116e-158,"Notochord","NEDD4"
"VWA1",8.44248431632379e-161,-2.52371317957955,0.523,0.174,2.53274529489714e-157,"Notochord","VWA1"
"TMEM158.4",1.82829060146362e-160,3.78540437145043,0.562,0.216,5.48487180439087e-157,"Notochord","TMEM158"
"ACBD3.3",8.07871777198654e-160,-1.68156875817445,0.672,0.393,2.42361533159596e-156,"Notochord","ACBD3"
"RPL32.3",2.72819143641425e-159,-0.898849622851055,0.236,0.506,8.18457430924276e-156,"Notochord","RPL32"
"PTGER4",5.31587810061949e-159,5.20213134011222,0.439,0.05,1.59476343018585e-155,"Notochord","PTGER4"
"PCDH7.2",1.06942481735716e-158,-3.77917921209356,0.403,0.155,3.20827445207148e-155,"Notochord","PCDH7"
"CNKSR3.4",3.35372632287375e-158,3.49730999730744,0.103,0.407,1.00611789686213e-154,"Notochord","CNKSR3"
"NDST3",9.87569769059337e-158,2.41824795424631,0.394,0.11,2.96270930717801e-154,"Notochord","NDST3"
"PPP1R15A.4",1.6887508368006e-157,0.8295558159795,0.544,0.245,5.06625251040181e-154,"Notochord","PPP1R15A"
"SCRG1",5.28759497703596e-157,5.48566811671039,0.424,0.044,1.58627849311079e-153,"Notochord","SCRG1"
"BICC1.1",2.42715110201571e-156,3.91671486051403,0.433,0.11,7.28145330604712e-153,"Notochord","BICC1"
"PA2G4.4",5.903480800369e-156,-1.61492350736904,0.189,0.489,1.7710442401107e-152,"Notochord","PA2G4"
"PDGFB",6.48174259378277e-156,2.82663013526979,0.356,0.041,1.94452277813483e-152,"Notochord","PDGFB"
"CDC42EP1.2",1.54292365626369e-155,-2.24239126908061,0.383,0.167,4.62877096879107e-152,"Notochord","CDC42EP1"
"PPFIBP1.4",2.12708515872117e-155,4.55145638039078,0.578,0.346,6.38125547616352e-152,"Notochord","PPFIBP1"
"MAFF",2.39868428448093e-154,3.16910471555814,0.412,0.087,7.1960528534428e-151,"Notochord","MAFF"
"NEK11.1",4.3154037958901e-154,4.20726400795693,0.437,0.108,1.29462113876703e-150,"Notochord","NEK11"
"TMEM178A",6.61410935133487e-154,2.56390297536799,0.418,0.1,1.98423280540046e-150,"Notochord","TMEM178A"
"RAMP2.1",1.43057493815495e-153,-4.26425698521347,0.428,0.185,4.29172481446485e-150,"Notochord","RAMP2"
"S100A11.3",2.14210692386991e-153,-0.506885261873454,0.611,0.299,6.42632077160972e-150,"Notochord","S100A11"
"PXDN.4",2.64168675599281e-153,5.39743567679411,0.658,0.367,7.92506026797843e-150,"Notochord","PXDN"
"RIPOR2.4",4.49231829532552e-153,3.57560883401749,0.09,0.31,1.34769548859766e-149,"Notochord","RIPOR2"
"NME1.2",4.86517335954901e-153,-1.608259551707,0.19,0.477,1.4595520078647e-149,"Notochord","NME1"
"HAPLN1.2",7.45696618786804e-153,3.10264761970408,0.488,0.167,2.23708985636041e-149,"Notochord","HAPLN1"
"CXXC5.4",1.2015291962573e-150,1.40807088468904,0.632,0.35,3.60458758877191e-147,"Notochord","CXXC5"
"HMGA2.3",2.40266508850458e-150,-1.61727294192553,0.177,0.446,7.20799526551373e-147,"Notochord","HMGA2"
"KHDRBS3.3",2.63567553626268e-150,1.90446913020539,0.588,0.306,7.90702660878803e-147,"Notochord","KHDRBS3"
"GCHFR.4",2.81467581706114e-150,-0.512118772867006,0.522,0.229,8.44402745118343e-147,"Notochord","GCHFR"
"HMCN1",3.69704226514094e-150,4.67552264234478,0.488,0.152,1.10911267954228e-146,"Notochord","HMCN1"
"QPCT",3.69962827854951e-150,5.67368451928892,0.437,0.066,1.10988848356485e-146,"Notochord","QPCT"
"CAV1.1",1.1542134108686e-149,5.02664690493998,0.503,0.083,3.46264023260579e-146,"Notochord","CAV1"
"AC020916.1",1.70518672854321e-149,1.4749688048112,0.415,0.087,5.11556018562962e-146,"Notochord","AC020916.1"
"SQSTM1.4",3.03537659302935e-149,2.61422876626787,0.589,0.337,9.10612977908804e-146,"Notochord","SQSTM1"
"DUSP6.3",8.01911313873005e-149,3.60639108099973,0.675,0.376,2.40573394161902e-145,"Notochord","DUSP6"
"SEC24D.3",1.0474431159955e-148,2.97358381662202,0.483,0.194,3.14232934798649e-145,"Notochord","SEC24D"
"AMOTL2.4",1.08377807339595e-148,5.30346290574133,0.531,0.288,3.25133422018785e-145,"Notochord","AMOTL2"
"CARS.4",1.37355763658524e-148,-1.3752662056519,0.528,0.304,4.12067290975573e-145,"Notochord","CARS"
"MT-CO3.4",2.6662998269145e-148,-1.21268407736138,0.197,0.48,7.9988994807435e-145,"Notochord","MT-CO3"
"OLFML3.2",9.4860397289037e-148,2.45689077318954,0.503,0.242,2.84581191867111e-144,"Notochord","OLFML3"
"RFTN2.2",1.13327524574525e-147,1.82675418652456,0.475,0.135,3.39982573723574e-144,"Notochord","RFTN2"
"ADAMTS1.1",1.38507890614437e-147,4.67413608417092,0.456,0.191,4.1552367184331e-144,"Notochord","ADAMTS1"
"NTRK2.4",1.53164291800128e-147,-6.83751507891537,0.019,0.312,4.59492875400384e-144,"Notochord","NTRK2"
"LRRN2",7.9410338985056e-147,5.85361775335308,0.46,0.085,2.38231016955168e-143,"Notochord","LRRN2"
"RET",1.54598981167483e-146,5.76624175106926,0.452,0.068,4.63796943502449e-143,"Notochord","RET"
"ZNF763",2.98223714306094e-146,1.13266375039415,0.307,0.075,8.94671142918282e-143,"Notochord","ZNF763"
"THORLNC.2",3.87698615203232e-146,-2.92978709636708,0.564,0.211,1.1630958456097e-142,"Notochord","THORLNC"
"EFEMP1.1",1.52814405606078e-145,-1.53654433773669,0.544,0.205,4.58443216818234e-142,"Notochord","EFEMP1"
"LOXL4",2.08592818052129e-145,9.24101160075388,0.432,0.047,6.25778454156387e-142,"Notochord","LOXL4"
"PDGFD",4.83878454006793e-144,1.83973623147676,0.453,0.059,1.45163536202038e-140,"Notochord","PDGFD"
"NPW",8.0090296759758e-144,4.42138809796269,0.472,0.206,2.40270890279274e-140,"Notochord","NPW"
"PCK2.4",1.58566231252069e-143,-1.86687535088523,0.455,0.252,4.75698693756207e-140,"Notochord","PCK2"
"MRC2.4",4.21669091060152e-143,5.62207484652936,0.585,0.256,1.26500727318046e-139,"Notochord","MRC2"
"FAAH2",4.66690971206996e-143,-0.672536979282084,0.347,0.096,1.40007291362099e-139,"Notochord","FAAH2"
"CHRD",9.88013677339401e-143,7.8005245434059,0.472,0.103,2.9640410320182e-139,"Notochord","CHRD"
"RNF19A.4",2.28526705001443e-142,11.1831894892457,0.507,0.235,6.85580115004328e-139,"Notochord","RNF19A"
"SDC2.4",3.06777898966862e-142,1.67075291900218,0.613,0.366,9.20333696900586e-139,"Notochord","SDC2"
"RSPH14",4.55571189692336e-142,-1.96477656426848,0.339,0.114,1.36671356907701e-138,"Notochord","RSPH14"
"COL4A1.4",5.24041255160519e-142,0.682024716002853,0.63,0.356,1.57212376548156e-138,"Notochord","COL4A1"
"HSP90AA1.4",3.04366514618481e-140,-3.99014823083671,0.195,0.51,9.13099543855443e-137,"Notochord","HSP90AA1"
"LYPD1",6.74159444745064e-139,5.97312295809197,0.499,0.129,2.02247833423519e-135,"Notochord","LYPD1"
"CCND2.4",2.94196856517445e-138,-2.73027636295981,0.185,0.436,8.82590569552336e-135,"Notochord","CCND2"
"BRINP2.1",1.97901311436314e-137,2.43341829923691,0.403,0.074,5.93703934308943e-134,"Notochord","BRINP2"
"CHRM2",3.85306364535889e-137,4.50843600447277,0.424,0.031,1.15591909360767e-133,"Notochord","CHRM2"
"MAGED2.4",5.93220240908795e-137,1.79555243677243,0.66,0.387,1.77966072272638e-133,"Notochord","MAGED2"
"KIAA1217",1.0006691212555e-136,-1.52796006153254,0.485,0.191,3.00200736376649e-133,"Notochord","KIAA1217"
"GLRX2.4",1.6797852970398e-136,1.57382880105272,0.511,0.295,5.0393558911194e-133,"Notochord","GLRX2"
"NAP1L1.2",2.16367927598898e-136,-1.19618180657581,0.239,0.5,6.49103782796693e-133,"Notochord","NAP1L1"
"LRRN1.4",4.22198756570203e-136,-2.73920288316906,0.126,0.393,1.26659626971061e-132,"Notochord","LRRN1"
"RBP1.3",2.15800623776444e-135,-3.36175792241746,0.182,0.426,6.47401871329331e-132,"Notochord","RBP1"
"NUPR1.1",2.90419724747567e-135,3.53270240442288,0.399,0.086,8.71259174242701e-132,"Notochord","NUPR1"
"SLC3A2.3",3.0299720103687e-135,2.23497627244278,0.609,0.308,9.08991603110611e-132,"Notochord","SLC3A2"
"RANBP1.3",3.79319399725572e-135,-1.36885057166006,0.193,0.504,1.13795819917672e-131,"Notochord","RANBP1"
"SIX1.1",5.84179046078807e-134,-2.96327833828866,0.312,0.095,1.75253713823642e-130,"Notochord","SIX1"
"IAH1.3",8.98276895308438e-134,1.65968739725145,0.508,0.338,2.69483068592531e-130,"Notochord","IAH1"
"AL096865.1",1.78363718862862e-133,3.42530511991,0.346,0.064,5.35091156588587e-130,"Notochord","AL096865.1"
"HOXB2.3",3.98325371766759e-133,-2.51049045440816,0.065,0.418,1.19497611530028e-129,"Notochord","HOXB2"
"SORBS2",4.25927560367021e-133,2.44439376985704,0.53,0.129,1.27778268110106e-129,"Notochord","SORBS2"
"ZIC2.4",1.05359162872717e-132,-5.06404924771026,0.101,0.425,3.16077488618151e-129,"Notochord","ZIC2"
"TUBA1A.4",1.44135137814435e-132,2.35556398822346,0.209,0.457,4.32405413443306e-129,"Notochord","TUBA1A"
"CTSB.3",1.87142972563246e-132,1.90046075057081,0.557,0.298,5.61428917689739e-129,"Notochord","CTSB"
"MAP3K7CL",1.87623660105857e-132,7.75719744251368,0.318,0.085,5.6287098031757e-129,"Notochord","MAP3K7CL"
"CRABP1.4",2.62909547883557e-132,-1.54399648096417,0.03,0.293,7.8872864365067e-129,"Notochord","CRABP1"
"FZD3.4",3.19391266717251e-132,-1.75290504526006,0.189,0.429,9.58173800151754e-129,"Notochord","FZD3"
"GARS.4",5.10797215181709e-132,-0.927226029639476,0.597,0.346,1.53239164554513e-128,"Notochord","GARS"
"TUBB2B.3",5.11375745195344e-132,5.53295579783761,0.669,0.407,1.53412723558603e-128,"Notochord","TUBB2B"
"LAMC1.3",2.27284891976392e-131,10.0260469491611,0.572,0.348,6.81854675929176e-128,"Notochord","LAMC1"
"BHLHE40.1",2.1357375190182e-130,4.37079905827978,0.374,0.081,6.4072125570546e-127,"Notochord","BHLHE40"
"TCEAL9.4",2.50660755555765e-130,-0.259853710251821,0.634,0.331,7.51982266667295e-127,"Notochord","TCEAL9"
"TNFRSF12A.2",2.99567185634058e-130,2.51982887246982,0.389,0.218,8.98701556902173e-127,"Notochord","TNFRSF12A"
"PLP1.3",6.03225421689884e-130,5.68448274884601,0.538,0.233,1.80967626506965e-126,"Notochord","PLP1"
"AP3B2",9.27271255335285e-130,5.39115099633669,0.422,0.032,2.78181376600585e-126,"Notochord","AP3B2"
"ETS1",1.02961553895309e-129,0.780624003610881,0.4,0.101,3.08884661685927e-126,"Notochord","ETS1"
"RNF208",1.28481945097884e-129,-5.5345817305912,0.387,0.08,3.85445835293651e-126,"Notochord","RNF208"
"SH2B3",1.34741504008101e-129,0.585607353372398,0.366,0.08,4.04224512024303e-126,"Notochord","SH2B3"
"UBC.4",2.09309958352891e-129,-3.09828713087648,0.667,0.396,6.27929875058674e-126,"Notochord","UBC"
"CHPF.1",5.55775902444998e-129,1.1275073570182,0.45,0.183,1.66732770733499e-125,"Notochord","CHPF"
"SNX16",1.00493527948932e-127,6.19173427305402,0.489,0.15,3.01480583846795e-124,"Notochord","SNX16"
"AP1S2.3",1.59832725150614e-127,8.51785411469593,0.641,0.392,4.79498175451842e-124,"Notochord","AP1S2"
"KLF2",1.88239603302555e-127,2.60855506873559,0.378,0.055,5.64718809907665e-124,"Notochord","KLF2"
"CDH2.4",3.37128624108405e-127,1.85794206921441,0.647,0.374,1.01138587232522e-123,"Notochord","CDH2"
"SDC4.1",1.7906752923936e-126,2.26904503748775,0.426,0.148,5.3720258771808e-123,"Notochord","SDC4"
"ATF5.1",1.97784160251445e-126,3.95017353521978,0.434,0.161,5.93352480754335e-123,"Notochord","ATF5"
"LMNA.4",2.44253199048192e-126,0.839223446326443,0.505,0.291,7.32759597144575e-123,"Notochord","LMNA"
"DPYSL3.4",2.74339658879909e-126,-5.14400909607244,0.114,0.371,8.23018976639728e-123,"Notochord","DPYSL3"
"ASS1.1",1.6731989498714e-125,0.455202509891874,0.451,0.276,5.0195968496142e-122,"Notochord","ASS1"
"FRZB.4",2.24409310389964e-125,5.84411774406407,0.595,0.228,6.7322793116989e-122,"Notochord","FRZB"
"TIMP3.2",2.42204830570293e-125,0.827378333076972,0.497,0.185,7.26614491710879e-122,"Notochord","TIMP3"
"NEXN.4",4.48203836365697e-125,4.83856835087591,0.457,0.25,1.34461150909709e-121,"Notochord","NEXN"
"ARHGEF35",8.46559891014239e-125,-1.38633168475,0.338,0.037,2.53967967304272e-121,"Notochord","ARHGEF35"
"SATB1.1",1.09232213396014e-124,8.3228280652988,0.446,0.172,3.27696640188043e-121,"Notochord","SATB1"
"CREB3L2.4",1.31209314352836e-124,4.17860160090959,0.543,0.256,3.93627943058509e-121,"Notochord","CREB3L2"
"TARS.4",1.35553457471658e-124,1.77256161491469,0.623,0.376,4.06660372414973e-121,"Notochord","TARS"
"LPL",2.26043336902755e-124,7.67974643853204,0.299,0.124,6.78130010708266e-121,"Notochord","LPL"
"IRX3.4",2.29240664815148e-124,7.99491037066828,0.542,0.308,6.87721994445443e-121,"Notochord","IRX3"
"TLN2.3",2.84021757789157e-124,2.36832856564717,0.528,0.29,8.5206527336747e-121,"Notochord","TLN2"
"EPSTI1.1",3.37006792597172e-124,5.92955608785375,0.324,0.149,1.01102037779152e-120,"Notochord","EPSTI1"
"FDXR.4",5.36505315917357e-123,-2.78286387435408,0.142,0.343,1.60951594775207e-119,"Notochord","FDXR"
"NCAM1.3",6.63154297079222e-123,-3.87103274640248,0.095,0.388,1.98946289123767e-119,"Notochord","NCAM1"
"RPS4X.4",1.38417005292176e-122,-0.963532162506596,0.254,0.494,4.15251015876529e-119,"Notochord","RPS4X"
"LUZP2",1.88437527056891e-122,0.285062773320291,0.295,0.049,5.65312581170672e-119,"Notochord","LUZP2"
"EPS8",3.40919195924066e-122,3.66759904817842,0.422,0.178,1.0227575877722e-118,"Notochord","EPS8"
"ART5",1.40544431910567e-121,-1.77635863771458,0.399,0.145,4.21633295731701e-118,"Notochord","ART5"
"PRNCR1",2.41697379927837e-121,5.00139836930065,0.377,0.097,7.25092139783511e-118,"Notochord","PRNCR1"
"TUBB2A.2",5.35375761891542e-121,3.44692570509442,0.604,0.349,1.60612728567463e-117,"Notochord","TUBB2A"
"FDFT1.3",7.74318704913208e-121,-5.19736097299697,0.229,0.472,2.32295611473962e-117,"Notochord","FDFT1"
"GPT2.4",2.06189472923517e-120,-7.88550513726197,0.462,0.24,6.18568418770552e-117,"Notochord","GPT2"
"BCAM.3",2.90042192475545e-120,5.96992364600044,0.499,0.237,8.70126577426635e-117,"Notochord","BCAM"
"SERPINF2",4.10301973479268e-120,6.8551931168059,0.345,0.042,1.2309059204378e-116,"Notochord","SERPINF2"
"CNMD",5.89860060398817e-120,3.1607244315809,0.387,0.089,1.76958018119645e-116,"Notochord","CNMD"
"WWP2",5.96796464132708e-120,8.85014510182132,0.419,0.137,1.79038939239812e-116,"Notochord","WWP2"
"MTHFD2.4",6.98372774023133e-120,2.77735717288882,0.608,0.355,2.0951183220694e-116,"Notochord","MTHFD2"
"TCEA3",1.24565656843191e-119,4.10012460612193,0.452,0.14,3.73696970529572e-116,"Notochord","TCEA3"
"ZNF528",1.65613754171885e-119,3.14389455016751,0.406,0.128,4.96841262515655e-116,"Notochord","ZNF528"
"TRG-AS1",2.02906789244945e-119,2.09990186679592,0.397,0.077,6.08720367734834e-116,"Notochord","TRG-AS1"
"RIBC1",2.12321138230118e-119,2.37441179825894,0.366,0.099,6.36963414690355e-116,"Notochord","RIBC1"
"C12orf75.3",2.16276471558621e-119,-5.14028654285895,0.555,0.355,6.48829414675863e-116,"Notochord","C12orf75"
"ALPL.3",7.0365734702057e-119,-1.93982565161543,0.105,0.431,2.11097204106171e-115,"Notochord","ALPL"
"HNRNPM.3",7.80994527130818e-119,-1.1932899267335,0.212,0.47,2.34298358139245e-115,"Notochord","HNRNPM"
"CTHRC1.1",9.14119198980579e-119,0.893582127530244,0.326,0.097,2.74235759694174e-115,"Notochord","CTHRC1"
"NUDT4.4",3.33654815447929e-118,-0.716797923420557,0.591,0.283,1.00096444634379e-114,"Notochord","NUDT4"
"MT-CYB.4",6.38156727479251e-118,-0.819354486212571,0.227,0.482,1.91447018243775e-114,"Notochord","MT-CYB"
"CCN4",9.31463706582027e-118,1.64593718999515,0.301,0.092,2.79439111974608e-114,"Notochord","CCN4"
"SNAPC1.3",1.84516460220393e-117,6.34737165764012,0.575,0.34,5.53549380661179e-114,"Notochord","SNAPC1"
"COBLL1.1",3.75726672250481e-117,6.49156264892943,0.366,0.082,1.12718001675144e-113,"Notochord","COBLL1"
"FTH1.3",5.38870943174636e-117,2.18258283926288,0.661,0.388,1.61661282952391e-113,"Notochord","FTH1"
"MIA",7.35838370766476e-117,4.70370906108838,0.396,0.048,2.20751511229943e-113,"Notochord","MIA"
"CD44",1.82800986986593e-116,2.03660397725307,0.26,0.109,5.48402960959778e-113,"Notochord","CD44"
"LIX1.4",1.87594665166737e-116,-2.63546702326599,0.05,0.337,5.62783995500211e-113,"Notochord","LIX1"
"ATF4.3",2.28666931141301e-116,1.41373408299104,0.641,0.374,6.86000793423903e-113,"Notochord","ATF4"
"ACOX2",4.15163597774847e-116,-1.99686808824279,0.315,0.098,1.24549079332454e-112,"Notochord","ACOX2"
"RPL29.4",1.57766206265335e-115,-0.903255764117612,0.258,0.485,4.73298618796005e-112,"Notochord","RPL29"
"ZMYND10",2.06537914262501e-115,3.25864199579599,0.358,0.065,6.19613742787504e-112,"Notochord","ZMYND10"
"GDF10",2.92063602573882e-115,1.93869038861275,0.277,0.099,8.76190807721646e-112,"Notochord","GDF10"
"SET.3",7.02330441495801e-115,-1.10512117472368,0.238,0.515,2.1069913244874e-111,"Notochord","SET"
"IFITM3.4",1.44876362567494e-114,2.79509242436249,0.601,0.331,4.34629087702483e-111,"Notochord","IFITM3"
"ARSI.1",2.04513682593338e-114,-5.04312396579015,0.391,0.165,6.13541047780014e-111,"Notochord","ARSI"
"RPL39.3",2.81905644088431e-114,-1.34469477997011,0.245,0.491,8.45716932265294e-111,"Notochord","RPL39"
"DHRS7.4",2.93257922879259e-114,0.486539264035536,0.562,0.328,8.79773768637776e-111,"Notochord","DHRS7"
"ITGA10",2.99145351267699e-114,7.49880048885282,0.404,0.043,8.97436053803096e-111,"Notochord","ITGA10"
"RRAS.3",4.00535539924093e-114,0.703968392659147,0.532,0.342,1.20160661977228e-110,"Notochord","RRAS"
"PLAC9",4.53686113532031e-114,-1.57182980978644,0.305,0.126,1.36105834059609e-110,"Notochord","PLAC9"
"PMAIP1.1",4.85980270195021e-114,3.32002254816765,0.474,0.131,1.45794081058506e-110,"Notochord","PMAIP1"
"TEX264.1",6.98833044897824e-114,2.60351474423009,0.459,0.146,2.09649913469347e-110,"Notochord","TEX264"
"LRP2.3",1.01570487751044e-113,8.20523648572529,0.534,0.251,3.04711463253133e-110,"Notochord","LRP2"
"ARF4.4",1.98423260610162e-113,2.48781868869852,0.651,0.395,5.95269781830486e-110,"Notochord","ARF4"
"TTC3.3",3.05937624646078e-113,1.19677601456937,0.662,0.404,9.17812873938233e-110,"Notochord","TTC3"
"OSR1",4.06285712420088e-113,3.20507772146353,0.411,0.084,1.21885713726026e-109,"Notochord","OSR1"
"RPL23.3",4.12783201576122e-113,-0.888521659428115,0.258,0.522,1.23834960472837e-109,"Notochord","RPL23"
"DDB2.4",4.56963401773443e-113,-1.63325181645183,0.152,0.357,1.37089020532033e-109,"Notochord","DDB2"
"SORBS1",7.22638040373312e-113,2.44016020506235,0.409,0.114,2.16791412111994e-109,"Notochord","SORBS1"
"ITGA6.4",2.38728644655873e-112,5.80888728848138,0.573,0.343,7.16185933967618e-109,"Notochord","ITGA6"
"CLGN.4",4.17449953932153e-112,9.93322738654032,0.505,0.271,1.25234986179646e-108,"Notochord","CLGN"
"FOXD1.1",4.19975528334488e-112,1.11114020637025,0.477,0.138,1.25992658500346e-108,"Notochord","FOXD1"
"DMRTA1.1",5.39939428332533e-112,-2.71828985024263,0.402,0.129,1.6198182849976e-108,"Notochord","DMRTA1"
"FILIP1L.1",7.11251530488766e-112,4.04933521720467,0.468,0.174,2.1337545914663e-108,"Notochord","FILIP1L"
"SKIL.4",8.26692747663251e-112,-1.51012688061512,0.498,0.29,2.48007824298975e-108,"Notochord","SKIL"
"GOLGA4.1",1.72776054756352e-111,5.10292040389783,0.651,0.402,5.18328164269055e-108,"Notochord","GOLGA4"
"TMF1.4",2.00207006881699e-111,1.99131518563866,0.615,0.369,6.00621020645097e-108,"Notochord","TMF1"
"SRGAP3.4",5.47260785639274e-111,-1.2051814412533,0.215,0.39,1.64178235691782e-107,"Notochord","SRGAP3"
"ADAM11",9.1059793675951e-111,-4.27005916162153,0.282,0.104,2.73179381027853e-107,"Notochord","ADAM11"
"FOXP1.3",2.28005554510711e-110,7.05300477337984,0.579,0.322,6.84016663532133e-107,"Notochord","FOXP1"
"SLC9A3R2.4",2.60525683510348e-110,-1.31227777468447,0.45,0.225,7.81577050531044e-107,"Notochord","SLC9A3R2"
"PHF6.2",2.75492044847655e-110,-1.16067298893547,0.235,0.465,8.26476134542966e-107,"Notochord","PHF6"
"PJA2.4",1.64093449675965e-109,2.30412449435903,0.601,0.374,4.92280349027894e-106,"Notochord","PJA2"
"TM4SF1",2.2456366383326e-109,3.55443607614756,0.28,0.043,6.73690991499779e-106,"Notochord","TM4SF1"
"RRM2B.2",2.71421722755156e-109,-1.00380770703467,0.168,0.341,8.14265168265467e-106,"Notochord","RRM2B"
"ZNF436-AS1.2",7.56020926390309e-109,8.01186025278574,0.508,0.246,2.26806277917093e-105,"Notochord","ZNF436-AS1"
"SAMD4A.1",1.78356482540895e-108,3.84655406786257,0.417,0.118,5.35069447622686e-105,"Notochord","SAMD4A"
"SHMT2.4",2.22195459736473e-108,2.55048701687142,0.57,0.367,6.6658637920942e-105,"Notochord","SHMT2"
"EEF1A1.2",4.45460775464836e-108,-0.953919874316129,0.296,0.492,1.33638232639451e-104,"Notochord","EEF1A1"
"ZNF385B",4.92260431616901e-108,1.26842732233765,0.328,0.064,1.4767812948507e-104,"Notochord","ZNF385B"
"HOTAIRM1.4",7.20662910778726e-108,-4.42794604850817,0.132,0.395,2.16198873233618e-104,"Notochord","HOTAIRM1"
"FGF12",7.34671328044426e-108,3.21724198465809,0.425,0.164,2.20401398413328e-104,"Notochord","FGF12"
"ZFP36",2.95641189716547e-107,7.77405858110267,0.317,0.09,8.8692356914964e-104,"Notochord","ZFP36"
"MAP3K2-DT",5.7674770590932e-106,-0.349971810953166,0.291,0.109,1.73024311772796e-102,"Notochord","MAP3K2-DT"
"AC044849.1",1.47495863975245e-105,3.02765700077665,0.335,0.119,4.42487591925736e-102,"Notochord","AC044849.1"
"TPPP3",3.51680611028104e-105,3.45883519584456,0.31,0.087,1.05504183308431e-101,"Notochord","TPPP3"
"BMP2.2",3.63488062861922e-105,2.39480547441752,0.384,0.135,1.09046418858577e-101,"Notochord","BMP2"
"JUND.4",6.91028030227806e-105,3.4724334421899,0.628,0.362,2.07308409068342e-101,"Notochord","JUND"
"TMEM47.3",1.75733683133075e-104,-2.4316558967439,0.143,0.367,5.27201049399224e-101,"Notochord","TMEM47"
"S100B",1.92639356683273e-104,0.968358217618036,0.323,0.089,5.7791807004982e-101,"Notochord","S100B"
"SLC22A5",2.16757981549748e-104,-4.77849427884355,0.311,0.099,6.50273944649244e-101,"Notochord","SLC22A5"
"FGFR1.2",2.52524017708778e-104,-1.8767147958102,0.193,0.457,7.57572053126335e-101,"Notochord","FGFR1"
"SACS.3",2.70261919952028e-104,-2.38620114041091,0.179,0.412,8.10785759856085e-101,"Notochord","SACS"
"MEG3",9.2085569439527e-104,0.607881139792129,0.338,0.111,2.76256708318581e-100,"Notochord","MEG3"
"GNG11.3",1.34807693937625e-103,2.08710206632033,0.505,0.226,4.04423081812875e-100,"Notochord","GNG11"
"ZKSCAN7",3.14544984068356e-103,-5.4533415981245,0.314,0.108,9.43634952205069e-100,"Notochord","ZKSCAN7"
"MYADM.4",4.17594082498765e-103,1.31053957048835,0.519,0.333,1.2527822474963e-99,"Notochord","MYADM"
"AC026124.2",8.39909071655301e-103,4.57932671653998,0.26,0.082,2.5197272149659e-99,"Notochord","AC026124.2"
"FOSB",9.21321231994116e-103,-1.47769084992652,0.394,0.124,2.76396369598235e-99,"Notochord","FOSB"
"CD68",1.09977814912224e-102,8.48515655156966,0.432,0.061,3.29933444736673e-99,"Notochord","CD68"
"HSPB1.4",2.48186434146497e-102,-1.57713353506067,0.609,0.373,7.4455930243949e-99,"Notochord","HSPB1"
"HOXB4.3",4.20524538353653e-102,-6.29119677473739,0.062,0.402,1.26157361506096e-98,"Notochord","HOXB4"
